angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.0,0.0,,,[131  63  85  85],[402  50  83  83],,,0.0,0.0,,,0.0,0.0,,,0.98,1.0,,,0.01,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.0,,,[138  65  83  83],[403  50  83  83],,,0.0,0.0,,,0.0,0.0,,,0.93,1.0,,,0.06,0.0,,,0.0,0.0,,,0.0,0.0,,
0.01,0.0,,,[144  67  80  80],[403  50  84  84],,,0.0,0.0,,,0.04,0.0,,,0.49,1.0,,,0.43,0.0,,,0.01,0.0,,,0.02,0.0,,
0.01,0.0,,,[139  64  86  86],[404  51  82  82],,,0.0,0.0,,,0.01,0.0,,,0.26,1.0,,,0.71,0.0,,,0.01,0.0,,,0.0,0.0,,
0.0,0.03,,,[405  50  84  84],[128  61  91  91],,,0.0,0.0,,,0.0,0.01,,,1.0,0.23,,,0.0,0.69,,,0.0,0.03,,,0.0,0.01,,
0.0,0.01,,,[405  50  83  83],[128  59  93  93],,,0.0,0.0,,,0.0,0.03,,,1.0,0.83,,,0.0,0.09,,,0.0,0.01,,,0.0,0.01,,
0.0,0.01,,,[404  49  85  85],[129  57  96  96],,,0.0,0.0,,,0.0,0.01,,,1.0,0.97,,,0.0,0.01,,,0.0,0.0,,,0.0,0.0,,
0.0,0.01,,,[403  48  86  86],[126  59  92  92],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.0,,,[405  48  85  85],[129  59  88  88],,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.0,,,[405  47  86  86],[131  62  88  88],,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.01,0.0,,,[162  70  66  66],[405  47  84  84],,,0.0,0.0,,,0.01,0.0,,,0.97,1.0,,,0.0,0.0,,,0.0,0.0,,,0.01,0.0,,
0.0,0.01,0.0,,[403  46  85  85],[161  70  67  67],[129  64  90  90],,0.0,0.0,0.0,,0.0,0.01,0.0,,1.0,0.96,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.01,0.0,
0.0,0.01,,,[405  45  84  84],[128  62  89  89],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.0,,,[405  44  85  85],[129  61  87  87],,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.0,,,[404  42  86  86],[127  60  89  89],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.01,0.0,,,[143  63  75  75],[405  41  84  84],,,0.0,0.0,,,0.0,0.0,,,0.97,0.99,,,0.02,0.0,,,0.0,0.01,,,0.0,0.0,,
0.0,0.0,,,[405  40  85  85],[130  60  87  87],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.0,,,[147  62  75  75],[406  39  84  84],,,0.0,0.0,,,0.0,0.0,,,0.98,1.0,,,0.01,0.0,,,0.0,0.0,,,0.0,0.0,,
0.01,0.0,,,[142  60  79  79],[404  38  86  86],,,0.0,0.0,,,0.0,0.0,,,0.86,1.0,,,0.13,0.0,,,0.0,0.0,,,0.01,0.0,,
0.02,0.0,,,[144  59  80  80],[403  37  85  85],,,0.0,0.0,,,0.05,0.0,,,0.6,1.0,,,0.29,0.0,,,0.01,0.0,,,0.04,0.0,,
0.04,0.0,,,[138  56  86  86],[404  39  82  82],,,0.0,0.0,,,0.12,0.0,,,0.06,1.0,,,0.66,0.0,,,0.03,0.0,,,0.09,0.0,,
0.02,0.0,,,[141  56  87  87],[402  38  83  83],,,0.0,0.0,,,0.15,0.0,,,0.04,1.0,,,0.54,0.0,,,0.02,0.0,,,0.23,0.0,,
0.03,0.0,,,[142  58  84  84],[401  38  85  85],,,0.0,0.0,,,0.06,0.0,,,0.02,1.0,,,0.84,0.0,,,0.01,0.0,,,0.05,0.0,,
0.0,0.04,,,[400  39  86  86],[130  54  92  92],,,0.0,0.0,,,0.0,0.02,,,0.99,0.02,,,0.0,0.84,,,0.0,0.03,,,0.0,0.04,,
0.0,0.04,,,[545  41  81  81],[276  54  92  92],,,0.0,0.0,,,0.0,0.01,,,0.99,0.01,,,0.0,0.9,,,0.0,0.02,,,0.0,0.02,,
0.04,,,,[417  53  92  92],,,,0.0,,,,0.02,,,,0.01,,,,0.84,,,,0.02,,,,0.07,,,
0.01,,,,[77 54 68 68],,,,0.0,,,,0.01,,,,0.92,,,,0.05,,,,0.01,,,,0.01,,,
0.0,0.04,,,[148  55  66  66],[134  90 112 112],,,0.0,0.0,,,0.0,0.07,,,0.9,0.13,,,0.08,0.33,,,0.01,0.11,,,0.01,0.32,,
0.0,0.02,,,[147  55  66  66],[135  90 113 113],,,0.0,0.0,,,0.0,0.06,,,0.93,0.1,,,0.05,0.22,,,0.0,0.1,,,0.01,0.49,,
0.01,,,,[146  55  67  67],,,,0.0,,,,0.01,,,,0.87,,,,0.1,,,,0.01,,,,0.01,,,
0.0,,,,[146  55  66  66],,,,0.0,,,,0.0,,,,0.9,,,,0.08,,,,0.0,,,,0.01,,,
0.01,,,,[146  55  67  67],,,,0.0,,,,0.01,,,,0.84,,,,0.13,,,,0.01,,,,0.01,,,
0.01,,,,[147  55  67  67],,,,0.0,,,,0.01,,,,0.84,,,,0.11,,,,0.02,,,,0.01,,,
0.0,,,,[146  56  64  64],,,,0.0,,,,0.0,,,,0.93,,,,0.06,,,,0.0,,,,0.0,,,
0.0,,,,[148  57  63  63],,,,0.0,,,,0.0,,,,0.93,,,,0.07,,,,0.0,,,,0.0,,,
0.01,0.03,,,[147  57  64  64],[132  90 117 117],,,0.0,0.0,,,0.0,0.08,,,0.87,0.14,,,0.11,0.27,,,0.01,0.09,,,0.0,0.39,,
0.04,,,,[150  58  63  63],,,,0.0,,,,0.02,,,,0.8,,,,0.1,,,,0.03,,,,0.02,,,
0.04,,,,[151  58  62  62],,,,0.0,,,,0.02,,,,0.33,,,,0.57,,,,0.02,,,,0.03,,,
0.05,,,,[155  60  60  60],,,,0.0,,,,0.02,,,,0.28,,,,0.58,,,,0.03,,,,0.04,,,
0.07,,,,[155  59  61  61],,,,0.0,,,,0.04,,,,0.12,,,,0.68,,,,0.05,,,,0.04,,,
0.06,,,,[155  59  61  61],,,,0.0,,,,0.04,,,,0.12,,,,0.69,,,,0.06,,,,0.03,,,
0.03,,,,[157  60  59  59],,,,0.0,,,,0.03,,,,0.06,,,,0.83,,,,0.04,,,,0.02,,,
0.05,0.03,,,[158  59  59  59],[134  92 114 114],,,0.0,0.0,,,0.05,0.06,,,0.1,0.11,,,0.69,0.47,,,0.06,0.08,,,0.05,0.25,,
0.06,0.03,,,[156  59  60  60],[133  91 114 114],,,0.0,0.0,,,0.05,0.05,,,0.05,0.12,,,0.76,0.4,,,0.05,0.06,,,0.04,0.35,,
0.08,0.03,,,[156  59  59  59],[134  92 114 114],,,0.0,0.0,,,0.06,0.06,,,0.09,0.1,,,0.59,0.44,,,0.13,0.08,,,0.04,0.3,,
0.08,0.03,,,[153  59  62  62],[135  92 113 113],,,0.0,0.0,,,0.04,0.05,,,0.11,0.09,,,0.63,0.35,,,0.06,0.06,,,0.08,0.42,,
0.06,0.03,,,[153  60  60  60],[134  91 116 116],,,0.0,0.0,,,0.04,0.06,,,0.37,0.16,,,0.42,0.32,,,0.09,0.08,,,0.03,0.34,,
0.05,0.03,,,[151  59  63  63],[134  91 116 116],,,0.0,0.0,,,0.02,0.07,,,0.67,0.14,,,0.19,0.26,,,0.03,0.07,,,0.04,0.42,,
0.02,0.22,0.04,,[149  58  65  65],[461  50  60  60],[135  90 114 114],,0.0,0.0,0.0,,0.01,0.28,0.08,,0.87,0.22,0.1,,0.08,0.13,0.31,,0.01,0.14,0.09,,0.01,0.0,0.38,
0.02,0.04,,,[148  58  65  65],[136  91 113 113],,,0.0,0.0,,,0.01,0.1,,,0.87,0.09,,,0.1,0.23,,,0.01,0.13,,,0.0,0.41,,
0.01,0.13,0.05,,[150  58  65  65],[456  47  64  64],[136  91 114 114],,0.0,0.0,0.0,,0.0,0.1,0.1,,0.83,0.55,0.12,,0.13,0.13,0.25,,0.02,0.09,0.13,,0.0,0.0,0.35,
0.11,0.01,0.02,,[457  47  62  62],[149  57  66  66],[134  91 113 113],,0.0,0.0,0.0,,0.15,0.0,0.07,,0.35,0.89,0.08,,0.17,0.08,0.17,,0.22,0.01,0.06,,0.01,0.0,0.6,
0.12,0.01,0.03,,[459  48  60  60],[149  58  65  65],[136  93 109 109],,0.0,0.0,0.0,,0.13,0.0,0.07,,0.21,0.93,0.15,,0.26,0.06,0.32,,0.27,0.01,0.09,,0.01,0.0,0.33,
0.05,0.02,0.02,,[458  48  58  58],[150  57  65  65],[135  91 113 113],,0.01,0.0,0.0,,0.02,0.01,0.09,,0.76,0.72,0.1,,0.12,0.22,0.2,,0.04,0.03,0.07,,0.01,0.0,0.51,
0.04,0.01,0.06,,[459  48  58  58],[151  57  65  65],[138  92 112 112],,0.0,0.0,0.0,,0.02,0.0,0.11,,0.79,0.83,0.14,,0.11,0.13,0.26,,0.04,0.02,0.12,,0.01,0.0,0.31,
0.09,0.01,0.06,,[458  48  59  59],[151  57  66  66],[140  95 106 106],,0.01,0.0,0.0,,0.05,0.0,0.19,,0.67,0.81,0.08,,0.07,0.15,0.25,,0.11,0.02,0.12,,0.01,0.0,0.31,
0.11,0.01,,,[458  49  58  58],[151  57  65  65],,,0.01,0.0,,,0.05,0.0,,,0.6,0.9,,,0.1,0.08,,,0.13,0.01,,,0.01,0.0,,
0.12,0.0,0.06,,[458  49  58  58],[154  57  64  64],[142  96 102 102],,0.01,0.0,0.0,,0.06,0.0,0.24,,0.58,0.95,0.09,,0.09,0.04,0.23,,0.14,0.0,0.12,,0.01,0.0,0.25,
0.09,0.0,,,[457  49  60  60],[154  58  63  63],,,0.0,0.0,,,0.07,0.0,,,0.59,0.94,,,0.14,0.05,,,0.11,0.01,,,0.0,0.0,,
0.1,0.0,,,[458  49  59  59],[155  57  63  63],,,0.01,0.0,,,0.07,0.0,,,0.52,0.91,,,0.19,0.08,,,0.11,0.0,,,0.01,0.0,,
0.09,0.0,,,[457  49  60  60],[156  57  64  64],,,0.0,0.0,,,0.06,0.0,,,0.61,0.94,,,0.14,0.05,,,0.1,0.0,,,0.0,0.0,,
0.11,0.01,,,[457  49  60  60],[159  58  62  62],,,0.01,0.0,,,0.06,0.01,,,0.56,0.93,,,0.15,0.04,,,0.1,0.01,,,0.01,0.0,,
0.09,0.01,,,[456  49  60  60],[161  59  62  62],,,0.01,0.0,,,0.06,0.0,,,0.63,0.95,,,0.05,0.04,,,0.08,0.0,,,0.08,0.0,,
0.11,0.01,,,[456  49  60  60],[162  59  63  63],,,0.02,0.0,,,0.09,0.01,,,0.46,0.9,,,0.05,0.07,,,0.13,0.01,,,0.13,0.01,,
0.12,0.01,,,[456  49  60  60],[166  61  63  63],,,0.02,0.0,,,0.1,0.0,,,0.42,0.91,,,0.05,0.06,,,0.14,0.01,,,0.14,0.01,,
0.04,0.0,,,[457  49  59  59],[166  60  69  69],,,0.0,0.0,,,0.01,0.0,,,0.85,0.92,,,0.02,0.05,,,0.02,0.01,,,0.06,0.02,,
0.04,0.0,,,[457  49  59  59],[168  61  69  69],,,0.0,0.0,,,0.01,0.0,,,0.85,0.95,,,0.02,0.03,,,0.02,0.0,,,0.06,0.01,,
0.09,0.0,,,[456  49  60  60],[168  61  70  70],,,0.01,0.0,,,0.03,0.01,,,0.72,0.92,,,0.04,0.04,,,0.07,0.01,,,0.04,0.03,,
0.07,0.0,,,[456  49  60  60],[167  61  71  71],,,0.0,0.0,,,0.03,0.01,,,0.78,0.87,,,0.04,0.09,,,0.06,0.01,,,0.02,0.02,,
0.06,0.0,,,[457  49  59  59],[169  62  68  68],,,0.0,0.0,,,0.02,0.0,,,0.84,0.96,,,0.04,0.03,,,0.03,0.0,,,0.01,0.01,,
0.03,0.0,,,[457  49  58  58],[165  59  74  74],,,0.0,0.0,,,0.01,0.01,,,0.89,0.88,,,0.03,0.06,,,0.03,0.01,,,0.0,0.04,,
0.0,,,,[218  59  71  71],,,,0.0,,,,0.01,,,,0.94,,,,0.03,,,,0.01,,,,0.01,,,
0.0,,,,[318  63  63  63],,,,0.0,,,,0.0,,,,0.97,,,,0.02,,,,0.0,,,,0.0,,,
0.0,,,,[413  61  67  67],,,,0.0,,,,0.0,,,,0.91,,,,0.07,,,,0.01,,,,0.0,,,
0.01,0.07,,,[513  61  67  67],[62 75 75 75],,,0.0,0.0,,,0.01,0.2,,,0.83,0.0,,,0.12,0.19,,,0.01,0.52,,,0.02,0.02,,
0.08,,,,[160  75  74  74],,,,0.0,,,,0.24,,,,0.0,,,,0.11,,,,0.51,,,,0.06,,,
0.08,,,,[258  76  73  73],,,,0.0,,,,0.14,,,,0.0,,,,0.15,,,,0.58,,,,0.05,,,
0.1,,,,[356  75  75  75],,,,0.0,,,,0.22,,,,0.0,,,,0.14,,,,0.44,,,,0.09,,,
0.08,,,,[356  74  76  76],,,,0.0,,,,0.25,,,,0.0,,,,0.14,,,,0.4,,,,0.12,,,
0.1,,,,[357  75  74  74],,,,0.0,,,,0.21,,,,0.0,,,,0.18,,,,0.38,,,,0.12,,,
0.08,,,,[356  74  75  75],,,,0.0,,,,0.11,,,,0.01,,,,0.38,,,,0.37,,,,0.04,,,
0.07,,,,[357  74  75  75],,,,0.0,,,,0.06,,,,0.01,,,,0.55,,,,0.3,,,,0.01,,,
0.07,,,,[357  74  75  75],,,,0.0,,,,0.05,,,,0.01,,,,0.57,,,,0.27,,,,0.01,,,
0.05,,,,[357  74  75  75],,,,0.0,,,,0.04,,,,0.02,,,,0.67,,,,0.21,,,,0.01,,,
0.05,,,,[358  74  74  74],,,,0.0,,,,0.09,,,,0.01,,,,0.57,,,,0.25,,,,0.03,,,
0.07,,,,[358  73  76  76],,,,0.0,,,,0.11,,,,0.01,,,,0.54,,,,0.21,,,,0.06,,,
0.09,,,,[358  73  76  76],,,,0.0,,,,0.16,,,,0.01,,,,0.37,,,,0.22,,,,0.13,,,
0.09,,,,[358  74  75  75],,,,0.0,,,,0.2,,,,0.01,,,,0.21,,,,0.26,,,,0.24,,,
0.07,,,,[358  74  76  76],,,,0.0,,,,0.19,,,,0.01,,,,0.35,,,,0.27,,,,0.1,,,
0.05,,,,[359  74  76  76],,,,0.0,,,,0.17,,,,0.01,,,,0.51,,,,0.24,,,,0.03,,,
0.1,,,,[358  73  76  76],,,,0.0,,,,0.13,,,,0.02,,,,0.39,,,,0.29,,,,0.06,,,
0.09,,,,[358  73  76  76],,,,0.0,,,,0.12,,,,0.02,,,,0.45,,,,0.26,,,,0.06,,,
0.07,,,,[358  74  75  75],,,,0.0,,,,0.09,,,,0.02,,,,0.56,,,,0.23,,,,0.03,,,
0.06,,,,[359  74  75  75],,,,0.0,,,,0.09,,,,0.02,,,,0.61,,,,0.19,,,,0.04,,,
0.04,,,,[358  73  75  75],,,,0.0,,,,0.04,,,,0.05,,,,0.76,,,,0.1,,,,0.02,,,
0.02,,,,[358  74  75  75],,,,0.0,,,,0.03,,,,0.05,,,,0.82,,,,0.07,,,,0.01,,,
0.02,,,,[358  72  77  77],,,,0.0,,,,0.02,,,,0.04,,,,0.85,,,,0.06,,,,0.0,,,
0.03,,,,[358  72  77  77],,,,0.0,,,,0.03,,,,0.02,,,,0.83,,,,0.09,,,,0.01,,,
0.04,,,,[359  71  76  76],,,,0.0,,,,0.03,,,,0.05,,,,0.79,,,,0.07,,,,0.01,,,
0.04,,,,[359  71  76  76],,,,0.0,,,,0.05,,,,0.04,,,,0.76,,,,0.1,,,,0.01,,,
0.04,,,,[358  70  77  77],,,,0.0,,,,0.04,,,,0.06,,,,0.75,,,,0.1,,,,0.01,,,
0.03,,,,[359  70  77  77],,,,0.01,,,,0.02,,,,0.04,,,,0.82,,,,0.07,,,,0.0,,,
0.04,,,,[360  69  77  77],,,,0.01,,,,0.02,,,,0.11,,,,0.79,,,,0.04,,,,0.01,,,
0.08,,,,[360  69  78  78],,,,0.01,,,,0.18,,,,0.04,,,,0.35,,,,0.2,,,,0.14,,,
0.06,,,,[360  69  78  78],,,,0.01,,,,0.15,,,,0.08,,,,0.48,,,,0.18,,,,0.04,,,
0.08,,,,[360  69  77  77],,,,0.0,,,,0.12,,,,0.14,,,,0.44,,,,0.17,,,,0.04,,,
0.07,,,,[361  69  77  77],,,,0.01,,,,0.11,,,,0.13,,,,0.52,,,,0.11,,,,0.06,,,
0.07,,,,[362  70  76  76],,,,0.01,,,,0.08,,,,0.05,,,,0.66,,,,0.11,,,,0.02,,,
0.05,,,,[361  69  77  77],,,,0.01,,,,0.08,,,,0.14,,,,0.59,,,,0.1,,,,0.03,,,
0.06,,,,[361  68  77  77],,,,0.0,,,,0.05,,,,0.27,,,,0.48,,,,0.09,,,,0.04,,,
0.02,,,,[361  68  79  79],,,,0.0,,,,0.02,,,,0.06,,,,0.87,,,,0.03,,,,0.0,,,
0.02,,,,[361  68  78  78],,,,0.0,,,,0.02,,,,0.06,,,,0.86,,,,0.04,,,,0.0,,,
0.02,,,,[361  68  77  77],,,,0.0,,,,0.02,,,,0.15,,,,0.75,,,,0.05,,,,0.01,,,
0.02,,,,[360  68  77  77],,,,0.0,,,,0.04,,,,0.2,,,,0.63,,,,0.09,,,,0.01,,,
0.01,,,,[360  67  78  78],,,,0.0,,,,0.02,,,,0.52,,,,0.39,,,,0.04,,,,0.02,,,
0.02,,,,[359  67  79  79],,,,0.0,,,,0.04,,,,0.34,,,,0.51,,,,0.07,,,,0.02,,,
0.02,,,,[359  67  78  78],,,,0.0,,,,0.03,,,,0.44,,,,0.45,,,,0.05,,,,0.02,,,
0.02,,,,[359  67  78  78],,,,0.0,,,,0.02,,,,0.41,,,,0.49,,,,0.05,,,,0.01,,,
0.01,,,,[358  66  79  79],,,,0.0,,,,0.02,,,,0.57,,,,0.36,,,,0.03,,,,0.01,,,
0.02,,,,[358  66  78  78],,,,0.0,,,,0.02,,,,0.57,,,,0.35,,,,0.03,,,,0.01,,,
0.02,,,,[358  66  77  77],,,,0.0,,,,0.02,,,,0.67,,,,0.26,,,,0.03,,,,0.01,,,
0.03,,,,[359  67  75  75],,,,0.0,,,,0.03,,,,0.56,,,,0.32,,,,0.04,,,,0.02,,,
0.04,,,,[408  67  75  75],,,,0.01,,,,0.05,,,,0.42,,,,0.39,,,,0.06,,,,0.03,,,
0.06,,,,[506  66  76  76],,,,0.01,,,,0.06,,,,0.44,,,,0.27,,,,0.09,,,,0.07,,,
0.01,,,,[ 57 105  64  64],,,,0.0,,,,0.05,,,,0.78,,,,0.01,,,,0.04,,,,0.11,,,
0.0,0.31,,,[157 106  64  64],[255 103 140 140],,,0.0,0.0,,,0.01,0.05,,,0.95,0.12,,,0.01,0.4,,,0.01,0.05,,,0.02,0.07,,
0.02,0.31,,,[158 107  63  63],[255 103 140 140],,,0.0,0.0,,,0.01,0.05,,,0.92,0.13,,,0.03,0.39,,,0.02,0.04,,,0.0,0.07,,
0.01,0.3,,,[158 107  64  64],[255 103 140 140],,,0.0,0.0,,,0.01,0.06,,,0.94,0.14,,,0.02,0.4,,,0.01,0.05,,,0.01,0.07,,
0.02,0.24,,,[159 107  64  64],[256 104 139 139],,,0.0,0.0,,,0.02,0.04,,,0.9,0.15,,,0.02,0.46,,,0.03,0.03,,,0.02,0.07,,
0.03,0.29,,,[159 108  64  64],[255 103 140 140],,,0.0,0.0,,,0.04,0.05,,,0.8,0.14,,,0.05,0.4,,,0.06,0.05,,,0.03,0.08,,
0.06,0.24,,,[159 108  64  64],[256 104 139 139],,,0.0,0.0,,,0.02,0.04,,,0.56,0.15,,,0.3,0.46,,,0.06,0.03,,,0.0,0.08,,
0.11,0.31,,,[159 109  63  63],[255 103 140 140],,,0.0,0.0,,,0.02,0.05,,,0.49,0.14,,,0.29,0.39,,,0.08,0.04,,,0.0,0.07,,
0.07,0.3,,,[160 109  63  63],[255 103 140 140],,,0.0,0.0,,,0.02,0.05,,,0.53,0.14,,,0.32,0.39,,,0.06,0.04,,,0.0,0.07,,
0.02,0.3,,,[160 109  63  63],[255 103 140 140],,,0.0,0.0,,,0.01,0.05,,,0.86,0.14,,,0.09,0.39,,,0.02,0.04,,,0.0,0.07,,
0.01,0.32,,,[160 109  63  63],[255 103 140 140],,,0.0,0.0,,,0.0,0.05,,,0.94,0.13,,,0.04,0.4,,,0.01,0.04,,,0.0,0.06,,
0.01,0.31,0.33,,[160 109  62  62],[397 120  52  52],[255 103 140 140],,0.0,0.01,0.0,,0.0,0.13,0.05,,0.96,0.33,0.13,,0.03,0.04,0.4,,0.0,0.1,0.04,,0.0,0.09,0.06,
0.0,0.1,0.34,,[160 110  63  63],[397 119  55  55],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.05,0.05,,0.99,0.75,0.12,,0.01,0.02,0.39,,0.0,0.02,0.04,,0.0,0.06,0.05,
0.0,0.05,0.34,,[160 109  63  63],[397 118  57  57],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.02,0.05,,0.98,0.89,0.12,,0.01,0.0,0.4,,0.0,0.01,0.04,,0.0,0.02,0.05,
0.0,0.01,0.34,,[160 109  64  64],[399 118  57  57],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.0,0.05,,0.99,0.97,0.12,,0.0,0.0,0.4,,0.0,0.0,0.04,,0.0,0.01,0.05,
0.0,0.01,0.34,,[160 109  63  63],[399 118  57  57],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.0,0.05,,0.99,0.98,0.12,,0.0,0.0,0.4,,0.0,0.0,0.04,,0.01,0.01,0.05,
0.0,0.03,0.34,,[160 109  64  64],[400 118  58  58],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.01,0.05,,1.0,0.95,0.12,,0.0,0.0,0.39,,0.0,0.0,0.04,,0.0,0.01,0.05,
0.0,0.01,0.34,,[159 109  65  65],[401 118  56  56],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.0,0.05,,0.99,0.98,0.13,,0.0,0.01,0.38,,0.0,0.0,0.04,,0.0,0.01,0.05,
0.0,0.0,0.34,,[159 110  64  64],[400 118  58  58],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.0,0.05,,1.0,0.99,0.13,,0.0,0.0,0.37,,0.0,0.0,0.04,,0.0,0.0,0.06,
0.0,0.0,0.34,,[159 111  63  63],[401 119  58  58],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.0,0.05,,1.0,0.99,0.13,,0.0,0.0,0.37,,0.0,0.0,0.04,,0.0,0.0,0.06,
0.0,0.0,0.35,,[159 111  64  64],[400 119  59  59],[255 103 140 140],,0.0,0.0,0.0,,0.0,0.0,0.06,,1.0,0.99,0.13,,0.0,0.0,0.37,,0.0,0.0,0.04,,0.0,0.0,0.05,
0.0,0.01,,,[158 111  65  65],[400 119  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.0,,,[159 111  64  64],[400 119  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.0,,,[158 111  64  64],[399 119  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.0,,,0.0,0.0,,,0.0,0.01,,
0.0,0.0,,,[158 111  64  64],[399 119  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.0,,,0.0,0.0,,,0.0,0.01,,
0.0,0.0,,,[159 111  64  64],[399 118  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
0.0,0.01,,,[158 111  64  64],[399 118  60  60],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.0,,,0.0,0.0,,,0.0,0.01,,
0.0,0.01,,,[158 111  64  64],[399 118  60  60],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.0,,,0.0,0.0,,,0.0,0.01,,
0.0,0.01,,,[158 111  65  65],[399 118  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.01,,,0.0,0.0,,,0.0,0.01,,
0.0,0.01,,,[158 112  65  65],[398 118  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.01,,,0.0,0.0,,,0.0,0.01,,
0.0,0.0,,,[158 112  65  65],[398 118  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.99,,,0.0,0.01,,,0.0,0.0,,,0.0,0.0,,
0.0,0.01,,,[157 112  65  65],[399 118  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.01,,,0.0,0.0,,,0.0,0.01,,
0.0,0.0,,,[157 112  65  65],[398 118  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.01,,,0.0,0.0,,,0.0,0.01,,
0.0,0.01,,,[157 112  65  65],[398 119  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.0,,,0.0,0.0,,,0.0,0.01,,
0.0,0.0,,,[156 111  67  67],[398 118  59  59],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.01,,,0.0,0.0,,,0.0,0.01,,
0.0,0.01,,,[156 111  66  66],[398 119  58  58],,,0.0,0.0,,,0.0,0.0,,,1.0,0.98,,,0.0,0.01,,,0.0,0.0,,,0.0,0.01,,
0.0,0.02,,,[155 111  66  66],[398 120  57  57],,,0.0,0.0,,,0.0,0.0,,,1.0,0.95,,,0.0,0.0,,,0.0,0.0,,,0.0,0.02,,
0.0,0.35,,,[154 111  66  66],[255 103 140 140],,,0.0,0.0,,,0.0,0.06,,,1.0,0.13,,,0.0,0.36,,,0.0,0.05,,,0.0,0.05,,
0.0,0.35,,,[153 111  66  66],[255 103 140 140],,,0.0,0.0,,,0.0,0.06,,,1.0,0.13,,,0.0,0.36,,,0.0,0.05,,,0.0,0.06,,
0.0,0.29,,,[153 111  65  65],[253 102 143 143],,,0.0,0.0,,,0.0,0.12,,,1.0,0.08,,,0.0,0.32,,,0.0,0.08,,,0.0,0.1,,
0.0,0.24,,,[152 112  66  66],[253 101 146 146],,,0.0,0.0,,,0.0,0.07,,,0.99,0.09,,,0.0,0.45,,,0.0,0.08,,,0.0,0.07,,
0.0,0.25,,,[152 112  66  66],[253 101 146 146],,,0.0,0.0,,,0.0,0.07,,,0.99,0.09,,,0.01,0.44,,,0.0,0.08,,,0.0,0.07,,
0.0,0.26,,,[152 113  66  66],[253 101 146 146],,,0.0,0.0,,,0.0,0.07,,,1.0,0.09,,,0.0,0.44,,,0.0,0.08,,,0.0,0.07,,
0.0,,,,[152 113  66  66],,,,0.0,,,,0.0,,,,0.99,,,,0.0,,,,0.0,,,,0.0,,,
0.0,,,,[153 114  65  65],,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,
0.0,,,,[153 114  65  65],,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,
